name,address,latitude,longitude,technicalPlatform,level,establishmentType,establishmentCode,services
CSR-D PUBLIC de GUEZON (s,,7.29735,-7.31505,,CENTRE_SANTE,PUBLIQUE,0793,
CSR-D PUBLIC de SIEBLY,,7.292868333,-7.224071667,,CENTRE_SANTE,PUBLIQUE,2597,
CSR-DM PUBLIC de GUINGLO-GUEZON,,7.2729,-7.3256,,CENTRE_SANTE,PUBLIQUE,1011,
HG PUBLIC de KOUIBLY,,7.25679,-7.237525,,CH,PUBLIQUE,1012,
CSR-D PUBLIC de OUYABLY-GNONDROU,,7.321823333,-7.210523333,,CENTRE_SANTE,PUBLIQUE,2770,
CSR-D PUBLIC PIEBLY 1 de KOUIBLY,,7.247266667,-7.090771667,,CENTRE_SANTE,PUBLIQUE,9850,
CSR-DM PUBLIC de POUMBLY,,7.36,-7.21383,,CENTRE_SANTE,PUBLIQUE,1014,
CSU-DM PUBLIC de FOUMBOLO,,8.64329,-4.64647,,CENTRE_SANTE,PUBLIQUE,0660,
CSU-DM PUBLIC de SATAMA-SOKOURA,,7.90077,-4.36888,,CENTRE_SANTE,PUBLIQUE,0664,
CSR-D PUBLIC de KOGBERA,,8.01577,-4.57879,,CENTRE_SANTE,PUBLIQUE,0399,
CSU-DM PUBLIC de SATAMA-SOKORO,,7.90021,-4.53247,,CENTRE_SANTE,PUBLIQUE,0662,
CSR-DM PUBLIC de LISSOLO SOBARA,,8.072666667,-4.02036,,CENTRE_SANTE,PUBLIQUE,1376,
CSU-DM PUBLIC de BASSAWA,,8.052458333,-4.101096667,,CENTRE_SANTE,PUBLIQUE,0648,
CSR-DM PUBLIC de M'BORLA DIOULASSO,,8.46761,-4.48073,,CENTRE_SANTE,PUBLIQUE,0658,
CSR-DM PUBLIC de SOKALA-SOBARA,,8.43723,-4.51195,,CENTRE_SANTE,PUBLIQUE,1314,
CSR-D PUBLIC de YAOSSEDOUGOU,,8.23708,-4.24272,,CENTRE_SANTE,PUBLIQUE,1253,
CSR-D PUBLIC de WENDENE,,8.57223,-4.08947,,CENTRE_SANTE,PUBLIQUE,2101,
CSR-DM PUBLIC de TENDENE BAMBARASSO,,8.46922,-4.24066,,CENTRE_SANTE,PUBLIQUE,0163,
CDT-DS de DABAKALA,,8.36613,-4.42946,,CENTRE_SANTE,PUBLIQUE,2099,
CSR-D PUBLIC de KPANA-KALO,,8.199223333,-4.340516667,,CENTRE_SANTE,PUBLIQUE,1466,
CSR-DM PUBLIC de FENESSIGUEDOUGOU,,8.30831,-4.56415,,CENTRE_SANTE,PUBLIQUE,0657,
CSR-DM PUBLIC de KAFOUDOUGOU BAMBARASSO,,8.46772,-4.38832,,CENTRE_SANTE,PUBLIQUE,0398,
CSR-DM PUBLIC de KAWOLO-SOBARA,,8.29789,-4.51229,,CENTRE_SANTE,PUBLIQUE,0330,
CSR-DM PUBLIC de KAFINE NOUMOUSSO,,8.54103,-4.32364,,CENTRE_SANTE,PUBLIQUE,1473,
HG PUBLIC de DABAKALA,,8.368275,-4.434546667,,CH,PUBLIQUE,0653,
CSR-DM PUBLIC de BOKALA NIAMPONDOUGOU,,8.40579,-4.60639,,CENTRE_SANTE,PUBLIQUE,0301,
CSU-DM PUBLIC de BONIEREDOUGOU,,8.380038333,-4.717793333,,CENTRE_SANTE,PUBLIQUE,0650,
CSUS-SSSU-SAJ PUBLIC de DABAKALA,,8.4691,-4.6597,,CENTRE_SANTE,PUBLIQUE,0484,
CSR-D PUBLIC de SITIOLO,,8.466499999,-4.7487,,CENTRE_SANTE,PUBLIQUE,2100,
CSR-DM PUBLIC de NIEMENE,,8.45527,-4.68729,,CENTRE_SANTE,PUBLIQUE,0652,
CSU-D PUBLIC de SEGUELA,,8.4485,-4.6823,,CENTRE_SANTE,PUBLIQUE,1457,
CSR-D PUBLIC de KANAGONON,,8.29965,-5.05247,,CENTRE_SANTE,PUBLIQUE,0924,
CSR-D PUBLIC de OUNADIEKAHA,,8.36754,-5.17399,,CENTRE_SANTE,PUBLIQUE,1390,
CSR-DM PUBLIC de DARAKOKAHA,,8.29025,-5.15186,,CENTRE_SANTE,PUBLIQUE,1365,
CSR-DM PUBLIC de NAMPLEKAHA,,8.1592,-5.3473,,CENTRE_SANTE,PUBLIQUE,1136,
CSU-DM PUBLIC de FRONAN,,8.22284,-5.12363,,CENTRE_SANTE,PUBLIQUE,0922,
CSR-DM PUBLIC de KOFFISSIOKAHA,,8.13429,-4.90217,,CENTRE_SANTE,PUBLIQUE,0405,
CSU-DM PUBLIC de TIMBE,,8.176213333,-4.947308333,,CENTRE_SANTE,PUBLIQUE,0929,
ACDP de KATIOLA,,8.138168333,-5.11474,,CENTRE_SANTE,PRIVE,9121,
CLINIQUE KAKOUMANI de KATIOLA,,8.1406,-5.1005,,CLINIQUE_PRIVEE,PRIVE,,
CSR-D PUBLIC de KPEFELE,,8.14524,-5.035513333,,CENTRE_SANTE,PUBLIQUE,2376,
CSR-D PUBLIC de TOURO,,7.99924,-5.073586667,,CENTRE_SANTE,PUBLIQUE,1247,
CSR-DM PUBLIC de LOUGBONOU,,8.064061667,-5.252476667,,CENTRE_SANTE,PUBLIQUE,1634,
CSR-DM PUBLIC de NIKOLO,,8.19832,-5.06728,,CENTRE_SANTE,PUBLIQUE,0101,
CSU-D CONFESSIONNEL de KATIOLA,,8.145045,-5.10595,,CENTRE_SANTE,CONFESSIONNEL,4256,
CSU-DM ONG AIME TON PROCHAIN DE KATIOLA,,8.1335,-5.1021,,CENTRE_SANTE,PRIVE,3057,
CSUS-CAT PUBLIC de KATIOLA,,8.143755,-5.104703333,,CENTRE_SANTE,PUBLIQUE,2297,
CSUS-PMI PUBLIC de KATIOLA,,8.1415,-5.0986,,CENTRE_SANTE,PUBLIQUE,0926,
CSUS-SSSU SAJ PUBLIC de KATIOLA,,8.140799999,-5.0955,,CENTRE_SANTE,PUBLIQUE,0927,
HG PUBLIC de KATIOLA,,8.143996667,-5.105095,,CH,PUBLIQUE,0925,
INFIRMERIE DOSSO,,8.1406,-5.0997,,CENTRE_SANTE,PRIVE,,
INF-LC PUBLIC CAFOP de KATIOLA,,8.1106,-5.0919,,CENTRE_SANTE,PUBLIQUE,0211,
INF-LC PUBLIC Lycée Moderne de KATIOLA,,8.1303,-5.0875,,CENTRE_SANTE,PUBLIQUE,1444,
INF-P PUBLIC Prison Civil MAC de KATIOLA,,8.142905,-5.097055,,CENTRE_SANTE,PUBLIQUE,2358,
INHP-A PUBLIC de KATIOLA,,8.140699999,-5.0982,,CLINIQUE_PRIVEE,PUBLIQUE,0567,
Centre Médical TORTIYA de NIAKARADOUGOU,,8.76569,-5.52633,,CENTRE_SANTE,PRIVE,1235,
CSR-DM PUBLIC de TENINDERI,,8.76698,-5.59139,,CENTRE_SANTE,PUBLIQUE,0171,
CSU-DM PUBLIC de TORTIYA,,8.76717,-5.68091,,CENTRE_SANTE,PUBLIQUE,0935,
CSR-DM PUBLIC DE KOUROUKOUNA,,9.286398333,-5.197718333,,CENTRE_SANTE,PUBLIQUE,2388,
CSR-DM PUBLIC SUCAF-EXTENSION de NIAKARAMADOUGOU,,9.2904,-5.273598333,,CENTRE_SANTE,PUBLIQUE,2390,
CSU-DM PUBLIC de BADIKAHA,,9.1987,-5.1662,,CENTRE_SANTE,PUBLIQUE,1638,
CSR-DM PUBLIC de NGOLODOUGOU,,9.13306,-5.15594,,CENTRE_SANTE,PUBLIQUE,0407,
CSU-DM PUBLIC de TAFIRE,,9.070728333,-5.155603333,,CENTRE_SANTE,PUBLIQUE,0934,
CMS-DM PRIVE SUCAF CI de TAFIRE,,8.65572,-5.28853,,CENTRE_SANTE,PRIVE,7100,
CSR-D PUBLIC de PETIONARA,,8.43168,-5.11277,,CENTRE_SANTE,PUBLIQUE,0933,
CSR-DM PUBLIC de KANAWOLO,,8.78282,-5.30291,,CENTRE_SANTE,PUBLIQUE,1631,
CSR-DM PUBLIC DE OUEREGUEKAHA,,8.451683333,-5.192386667,,CENTRE_SANTE,PUBLIQUE,2389,
CSUS-SSSU-SAJ de NIAKARAMADOUGOU,,8.6614,-5.2862,,CENTRE_SANTE,PUBLIQUE,2102,
CSR-D PUBLIC de TIOMOROKAHA,,8.499666667,-5.20022,,CENTRE_SANTE,PUBLIQUE,,
HG PUBLIC de NIAKARA,,8.664493333,-5.282238333,,CH,PUBLIQUE,8090,
CSR-D PUBLIC de ARIKOKAHA,,8.78618,-5.19546,,CENTRE_SANTE,PUBLIQUE,1630,
CSR-D PUBLIC de SEPIKAHA,,8.90966,-5.04289,,CENTRE_SANTE,PUBLIQUE,1168,
CSR-DM PUBLIC de NIEDIEKAHA,,8.93449,-5.17249,,CENTRE_SANTE,PUBLIQUE,0932,
CSR-DM PUBLIC de KEIBLA,,6.898,-6.692,,CENTRE_SANTE,PUBLIQUE,0854,
CSR-D PUBLIC de BIDIAHOUAN,,6.615499999,-6.2322,,CENTRE_SANTE,PUBLIQUE,0217,
CSR-DM PUBLIC de ZALIOHOUAN,,6.79661,-6.23823,,CENTRE_SANTE,PUBLIQUE,0687,
CSU-DM PUBLIC de GADOUAN,,6.673888333,-6.155351667,,CENTRE_SANTE,PUBLIQUE,0682,
CSR-DM PUBLIC de GOKRA,,6.968,-6.6542,,CENTRE_SANTE,PUBLIQUE,0761,
CSU-DM PUBLIC de ZAIBO,,6.975036667,-6.659611667,,CENTRE_SANTE,PUBLIQUE,1171,
CSR-DM de ZOBOUA LABELLE,,6.702,-6.554,,CENTRE_SANTE,PUBLIQUE,2684,
CSR-D PUBLIC de KIBOUO,,6.829,-6.5139,,CENTRE_SANTE,PUBLIQUE,2682,
CSR-DM PUBLIC de DIGBAPIA,,6.830838333,-6.628231667,,CENTRE_SANTE,PUBLIQUE,0300,
CSR-DM PUBLIC de ZAHIA,,6.9198,-6.57904,,CENTRE_SANTE,PUBLIQUE,0557,
CSU-DM PUBLIC de GBOGUHE,,6.75582,-6.58138,,CENTRE_SANTE,PUBLIQUE,1663,
CABINET DENTAIRE GD MARCHE,,6.881753333,-6.456258333,,CLINIQUE_PRIVEE,PRIVE,,
CABINET DENTAIRE TOURE,,6.885398333,-6.447123333,,CLINIQUE_PRIVEE,PRIVE,,
CABINET OPTIQUE ANOPTIC,,6.89156,-6.434845,,CLINIQUE_PRIVEE,PRIVE,,
CABINET OPTIQUE CLAIRE VISION,,6.883936667,-6.44556,,CLINIQUE_PRIVEE,PRIVE,,
CENTRE DE SANTE de la POLICE de DALOA,,6.889143333,-6.438253333,,CENTRE_SANTE,PUBLIQUE,9122,
CENTRE DE SOINS LE MAJOR,,6.87743,-6.456206667,,CENTRE_SANTE,PRIVE,,
CENTRE MEDICO CHIRURGICAL AMSU,,6.901501667,-6.455508333,,CENTRE_SANTE,PRIVE,,
CHR PUBLIC de DALOA,,6.883213333,-6.440853333,,CHR,PUBLIQUE,0294,
CLINIQUE ANTILOPE,,6.896288333,-6.437611667,,CLINIQUE_PRIVEE,PRIVE,,
CLINIQUE MEDICALE ESPOIR DE DALOA,,6.900796667,-6.442746667,,CLINIQUE_PRIVEE,PRIVE,,
CLINIQUE MEDICALE GRACE DIVINE DE DALOA,,6.87913,-6.45754,,CLINIQUE_PRIVEE,PRIVE,2485,
CLINIQUE MEDICALE SOLIDARITE DE DALOA,,6.89473,-6.45049,,CLINIQUE_PRIVEE,PRIVE,2489,
CLINIQUE STE FAMILLE,,6.882198333,-6.457176667,,CLINIQUE_PRIVEE,PRIVE,,
CMS PRIVE- ONG SAPHARM de DALOA,,6.897176667,-6.439566667,,CENTRE_SANTE,PRIVE,2371,
CSR-D PUBLIC de BRIBOUO,,7.018,-6.4719,,CENTRE_SANTE,PUBLIQUE,0038,
CSR-D PUBLIC de LAGOGUHE,,6.755100001,-6.4074,,CENTRE_SANTE,PUBLIQUE,0592,
CSR-D PUBLIC de SERIA,,6.77935,-6.39461,,CENTRE_SANTE,PUBLIQUE,2483,
CSR-D PUBLIC de TAGOURA,,6.9297,-6.45896,,CENTRE_SANTE,PUBLIQUE,0684,
CSR-D PUBLIC de TAHIRAGUHE,,6.79949,-6.40766,,CENTRE_SANTE,PUBLIQUE,0214,
CSR-D PUBLIC de TAPEGUHE,,6.961343333,-6.46813,,CENTRE_SANTE,PUBLIQUE,0319,
CSR-DM PUBLIC de ZOKOGUHE,,7.063528333,-6.46053,,CENTRE_SANTE,PUBLIQUE,7968,
CSR-DM PUBLIC de BOBOUA-BAHOUAN,,7.01954,-6.4724,,CENTRE_SANTE,PUBLIQUE,0669,
CSR-DM PUBLIC de DOMANGBEU,,6.6923,-6.4948,,CENTRE_SANTE,PUBLIQUE,0283,
CSR-DM PUBLIC de GROGUHE (DIGBA),,6.76,-6.41,,CENTRE_SANTE,PUBLIQUE,0667,
CSR-DM PUBLIC de NIOUBOUA,,6.702299999,-6.4385,,CENTRE_SANTE,PUBLIQUE,0290,
CSR-DM PUBLIC de TCHEBLOGUHE,,6.69219,-6.4899,,CENTRE_SANTE,PUBLIQUE,0685,
CSR-DM PUBLIC de YOKOREA,,6.7785,-6.398,,CENTRE_SANTE,PUBLIQUE,1213,
CSR-DM PUBLIC de ZEPREGUHE,,6.90882,-6.37252,,CENTRE_SANTE,PUBLIQUE,2679,
CSU-D PUBLIC de DALOA,,6.888499999,-6.4606,,CENTRE_SANTE,PUBLIQUE,0672,
CSU-DM CONFESSIONNEL DON TONINO,,6.862131667,-6.429575,,CENTRE_SANTE,CONFESSIONNEL,9992,
CSU-DM CONFESSIONNEL Notre Dame de la Providence,,6.897623333,-6.45529,,CENTRE_SANTE,CONFESSIONNEL,9991,
CSU-DM PUBLIC de DERAHOUAN,,6.898499999,-6.4103,,CENTRE_SANTE,PUBLIQUE,0681,
CSU-DM PUBLIC Quartier Garage de DALOA,,6.85564,-6.440633333,,CENTRE_SANTE,PUBLIQUE,1536,
CSU-M PUBLIC Municipal de DALOA,,6.888499999,-6.4606,,CENTRE_SANTE,PUBLIQUE,1669,
CSUS-CAT PUBLIC de DALOA,,6.889599999,-6.4521,,CENTRE_SANTE,PUBLIQUE,0676,
CSUS-CDV PUBLIC AIBEF de DALOA,,6.88761,-6.459676667,,CENTRE_SANTE,PRIVE,7060,
CSUS-PMI PUBLIC de DALOA,,6.8888,-6.45,,CENTRE_SANTE,PUBLIQUE,0674,
CSUS-SSSU-SAJ PUBLIC de DALOA,,6.8744,-6.45628,,CENTRE_SANTE,PUBLIQUE,0675,
HOPITAL ISLAMIQUE DE DALOA,,6.854168333,-6.446648333,,CENTRE_SANTE,PRIVE,9826,
INFIRMERIE KAOKA,,6.868795,-6.455911667,,CENTRE_SANTE,PRIVE,,
INFIRMERIE PRIVEE DE BELLE VILLE,,6.877878333,-6.457643333,,CENTRE_SANTE,PRIVE,,
INF-M PUBLIC Militaire de DALOA,,6.86472,-6.4527,,CENTRE_SANTE,PUBLIQUE,1701,
INF-P PUBLIC Prison Civil MAC de DALOA,,6.890405,-6.451088333,,CENTRE_SANTE,PUBLIQUE,0920,
INHP-A PUBLIC de DALOA,,6.873871667,-6.452715,,CLINIQUE_PRIVEE,PUBLIQUE,1575,
LABORATOIRE PROGRES,,6.87326,-6.448571667,,CLINIQUE_PRIVEE,PRIVE,,
CSI-M ESPACE MEDICAL GBONGUE,,6.869515,-6.450866667,,CENTRE_SANTE,PRIVE,,
MEDECINE CHINOISE DU COMMERCE,,6.882638333,-6.457113333,,CENTRE_SANTE,PRIVE,,
CABINET D’IMAGERIE MEDICALE ONG COTE  D'IVOIRE SANTE,,6.884433333,-6.448443333,,CENTRE_SANTE,PRIVE,,
ONG RPS Centre Médico Social Polyvalent,,6.856633333,-6.424251667,,CENTRE_SANTE,PRIVE,2488,
CSR-DM PUBLIC de BEGAFLA (GNAMANOU),,7.009299999,-6.3333,,CENTRE_SANTE,PUBLIQUE,2484,
CSU-DM PUBLIC de GONATE,,6.90513,-6.24197,,CENTRE_SANTE,PUBLIQUE,0542,
CSR-DM PUBLIC de BANDIAHI,,7.207699999,-6.1832,,CENTRE_SANTE,PUBLIQUE,0205,
CSR-DM PUBLIC de LUENOUFLA,,7.0703,-6.2476,,CENTRE_SANTE,PUBLIQUE,0668,
CSU-DM PUBLIC de BEDIALA,,7.16471,-6.30581,,CENTRE_SANTE,PUBLIQUE,0666,
CSR-I PUBLIC de NOUKPOUDOU,,6.3939,-6.9043,,CENTRE_SANTE,PUBLIQUE,1469,
CSR-DM PUBLIC de DADEGUHE,,6.514,-6.747,,CENTRE_SANTE,PUBLIQUE,0351,
CSU-DM PUBLIC de IBOGUHE,,6.55336,-6.84565,,CENTRE_SANTE,PUBLIQUE,1693,
CSR-D PUBLIC de BEKORA,,6.64202,-6.44206,,CENTRE_SANTE,PUBLIQUE,0796,
CSR-D PUBLIC de BEZIBOU-ZUZUA,,6.6237,-6.4781,,CENTRE_SANTE,PUBLIQUE,1202,
CSR-DM PUBLIC de GOGOGUHE,,6.67023,-6.43117,,CENTRE_SANTE,PUBLIQUE,1695,
CSR-D PUBLIC de MADIA,,6.31408,-6.52595,,CENTRE_SANTE,PUBLIQUE,8895,
CSR-DM PUBLIC de GAZIBOUO,,6.37214,-6.49998,,CENTRE_SANTE,PUBLIQUE,1907,
CSR-DM PUBLIC de GOLIHOA,,6.32167,-6.37098,,CENTRE_SANTE,PUBLIQUE,0910,
CSR-DM PUBLIC de MABOGUHE,,6.356495,-6.557191667,,CENTRE_SANTE,PUBLIQUE,2757,
CSU-DM PUBLIC de TAPEGUIA,,6.3872,-6.5153,,CENTRE_SANTE,PUBLIQUE,0546,
CDT-DS ISSIA,,6.48958,-6.58893,,CENTRE_SANTE,PUBLIQUE,2103,
CMS PRIVE Amour Commune de ISSIA,,6.496868333,-6.587688333,,CENTRE_SANTE,PRIVE,0551,
CSR-D PUBLIC de BROKOUA,,6.576,-6.549,,CENTRE_SANTE,PUBLIQUE,0234,
CSR-DM COMMUNAUTAIRE de BEMADI,,6.4946,-6.6336,,CENTRE_SANTE,PUBLIQUE,8989,
CSR-DM PUBLIC de BOBREGUHE,,6.53589,-6.56955,,CENTRE_SANTE,PUBLIQUE,0908,
CSU-DM PUBLIC HKB de ISSIA,,6.494899999,-6.583,,CENTRE_SANTE,PUBLIQUE,2493,
CSUS-PMI PUBLIC de ISSIA,,6.492241667,-6.588631667,,CENTRE_SANTE,PUBLIQUE,0912,
CSUS-SSSU-SAJ PUBLIC de ISSIA,,6.4921,-6.5883,,CENTRE_SANTE,PUBLIQUE,0913,
HG PUBLIC de ISSIA,,6.498238333,-6.585071667,,CH,PUBLIQUE,0911,
CSR-D PUBLIC de DIASSA,,6.38279,-6.72318,,CENTRE_SANTE,PUBLIQUE,2531,
CSR-D PUBLIC de ZADIOHA,,6.2929,-6.7654,,CENTRE_SANTE,PUBLIQUE,1909,
CSR-DM PUBLIC de LUEHOUAN,,6.293973333,-6.79668,,CENTRE_SANTE,PUBLIQUE,0323,
CSR-DM PUBLIC de NIAKIA,,6.29436,-6.77416,,CENTRE_SANTE,PUBLIQUE,0373,
CSU-DM PUBLIC de NAMANE,,6.393408333,-6.710108333,,CENTRE_SANTE,PUBLIQUE,0547,
CSR-DM PUBLIC de TEZIE,,6.38345,-6.31951,,CENTRE_SANTE,PUBLIQUE,0921,
CSU-DM PUBLIC de NAHIO,,6.38739,-6.22934,,CENTRE_SANTE,PUBLIQUE,0344,
CSR-D PUBLIC de DEGAULLEKRO,,6.5042,-6.1654,,CENTRE_SANTE,PUBLIQUE,0298,
CSR-DM PUBLIC de BROMA,,6.48956,-6.38882,,CENTRE_SANTE,PUBLIQUE,1698,
CSR-DM PUBLIC de GABIA (s/p SAÏOUA),,6.41748,-6.38631,,CENTRE_SANTE,PUBLIQUE,1699,
CSR-DM PUBLIC de MAPAIX (s/p SAÏOUA),,6.5599,-6.351,,CENTRE_SANTE,PUBLIQUE,0286,
CSU-DM PUBLIC de SAIOUA,,6.491016667,-6.26871,,CENTRE_SANTE,PUBLIQUE,0919,
CSR-D PUBLIC de DAHIRA,,6.6448,-6.3408,,CENTRE_SANTE,PUBLIQUE,0758,
CSU-D PUBLIC de BOGUEDIA,,6.636,-6.52,,CENTRE_SANTE,PUBLIQUE,0909,
CSR-DM PUBLIC de MONOKO-ZOHI,,7.071,-6.8471,,CENTRE_SANTE,PUBLIQUE,0246,
CSR-DM PUBLIC de PELEZI,,7.284061667,-6.818093333,,CENTRE_SANTE,PUBLIQUE,0613,
CSR-DM PUBLIC de VAOU,,7.4475,-6.9972,,CENTRE_SANTE,PUBLIQUE,0324,
CSU-DM PUBLIC de DANIA,,7.14938,-6.84437,,CENTRE_SANTE,PUBLIQUE,1346,
CENTRE DE SANTE COMMUNAUTAIRE ADP-SANTE DE VAAFLA,,7.419931667,-6.648188333,,CENTRE_SANTE,PRIVE,,
Centre de secours médical ONG LAFED,,7.488795,-6.788428333,,CENTRE_SANTE,PRIVE,0562,
CMS SOLIDARITE POUR TOUS EN SANTE DE MINORE,,7.484835,-6.790506667,,CENTRE_SANTE,PRIVE,1819,
CMS UACOM DE DIAFLA,,7.425488333,-6.864138333,,CENTRE_SANTE,PRIVE,1867,
CSR-DM PUBLIC de ANCIEN PROZI,,7.66885,-6.96881,,CENTRE_SANTE,PUBLIQUE,0342,
CSR-DM PUBLIC de MIGNORE,,7.483899999,-6.782,,CENTRE_SANTE,PUBLIQUE,2104,
CSR-DM PUBLIC de NEOULEFLA,,7.397,-6.607,,CENTRE_SANTE,PUBLIQUE,1039,
CSR-DM PUBLIC de VAAFLA,,7.41166,-6.65247,,CENTRE_SANTE,PUBLIQUE,9989,
CSR-DM PUBLIC de YOUREDOULA,,7.321,-6.713,,CENTRE_SANTE,PUBLIQUE,1673,
CSU-DM PUBLIC de SEITIFLA,,7.4394,-6.72567,,CENTRE_SANTE,PUBLIQUE,1347,
INF-PV PAHA CONSTANT DE VAAFLA,,7.414568333,-6.647815,,CENTRE_SANTE,PRIVE,,
INF-PV ADP-SANTE DE MINORE,,7.484415,-6.789305,,CENTRE_SANTE,PRIVE,1808,
INF-PV SANTE POUR TOUS LAFED de DIAFLA,,7.423453333,-6.866441667,,CENTRE_SANTE,PRIVE,,
INF-PV UGISASCOCI de DIAFLA,,7.421315,-6.865901667,,CENTRE_SANTE,PRIVE,,
CSR-D PUBLIC de BODOUASSO,,7.7051,-6.3951,,CENTRE_SANTE,PUBLIQUE,2106,
CSR-DM PUBLIC de DANANON,,7.61087,-6.36566,,CENTRE_SANTE,PUBLIQUE,1241,
CSR-DM PUBLIC de SEBEDOUFLA,,7.73703,-6.40908,,CENTRE_SANTE,PUBLIQUE,2107,
CSR-DM PUBLIC de TRAFLA-GOTRON,,7.50676,-6.3805,,CENTRE_SANTE,PUBLIQUE,0 200,
CSR-D PUBLIC de ZUEHI GOTRON,,7.604826667,-6.298116667,,CENTRE_SANTE,PUBLIQUE,2369,
CENTRE MEDICAL ACID,,7.617355,-6.520916667,,CENTRE_SANTE,PRIVE,,
CSR-DM PUBLIC de BAZRA-NATIS,,7.61634,-6.52432,,CENTRE_SANTE,PUBLIQUE,1343,
CSR-DM PUBLIC de DERAGON,,7.546441667,-6.515533333,,CENTRE_SANTE,PUBLIQUE,2370,
CSR-DM PUBLIC de GOURIELA,,7.53193,-6.51757,,CENTRE_SANTE,PUBLIQUE,1906,
CSR-DM PUBLIC de TENEFERO,,7.756375,-6.593356667,,CENTRE_SANTE,PUBLIQUE,2105,
CSR-DM PUBLIC de VROUO 2,,7.68315,-6.668555,,CENTRE_SANTE,PUBLIQUE,2781,
INF-PV ADP-SANTE de BAZRA NATIS,,7.605481667,-6.520776667,,CENTRE_SANTE,PRIVE,,
CSR-DM PUBLIC de DEDIAFLA,,7.25991,-6.62273,,CENTRE_SANTE,PUBLIQUE,1345,
CSR-DM PUBLIC de KETRO BASSAM,,7.18131,-6.64529,,CENTRE_SANTE,PUBLIQUE,0262,
CMS SAINTE FAMILLE DE VAVOUA,,7.378168333,-6.476101667,,CENTRE_SANTE,PRIVE,0564,
CSR-DM PUBLIC de BAHOULIFLA,,7.23308,-6.47669,,CENTRE_SANTE,PUBLIQUE,1671,
CSR-DM PUBLIC de BONOUFLA,,7.12796,-6.47542,,CENTRE_SANTE,PUBLIQUE,1674,
CSR-DM PUBLIC de DANZERVILLE,,7.305318333,-6.509253333,,CENTRE_SANTE,PUBLIQUE,1650,
CSR-DM PUBLIC de GBABO,,7.38715,-6.48316,,CENTRE_SANTE,PUBLIQUE,0227,
CSU-DM PUBLIC de VAVOUA,,7.38088,-6.470013333,,CENTRE_SANTE,PUBLIQUE,2798,
CSUS-SSSU-SAJ PUBLIC de VAVOUA,,7.386678333,-6.479943333,,CENTRE_SANTE,PUBLIQUE,2108,
HG PUBLIC de VAVOUA,,7.388826667,-6.479536667,,CH,PUBLIQUE,1348,
CENTRE MÉDICAL DE L'AMITIÉ,,7.383215,-6.480446667,,CENTRE_SANTE,PRIVE,,
CSR-D PUBLIC de DEDEGBEU,,6.710899999,-6.7656,,CENTRE_SANTE,PUBLIQUE,0304,
CSR-DM PUBLIC de ZOUKPANGBEU,,6.794535,-6.769066667,,CENTRE_SANTE,PUBLIQUE,1724,
CSU-DM PUBLIC de GREGBEU,,6.802601667,-6.729836667,,CENTRE_SANTE,PUBLIQUE,0605,
CSR-DM PUBLIC de BELLE-VILLE (s/p Zoukougbeu),,6.876516667,-6.852375,,CENTRE_SANTE,PUBLIQUE,1670,
CSU-D CONFESSIONNEL Saint Michel de ZOUKOUGBEU,,6.768185,-6.855575,,CENTRE_SANTE,CONFESSIONNEL,1876,
HG PUBLIC de ZOUKOUGBEU,,6.76405,-6.86843,,CH,PUBLIQUE,0691,
CSR-DM de DETROYA,,6.683818333,-6.832593333,,CENTRE_SANTE,PUBLIQUE,8891,
CSR-DM PUBLIC de DEBO,,6.6777,-6.7777,,CENTRE_SANTE,PUBLIQUE,1727,
CSU-DM PUBLIC de GUESSABO,,6.74149,-6.95166,,CENTRE_SANTE,PUBLIQUE,0689,
"CSR-DM PUBLIC de BIENOUFLA (Non équipé, Non Fonctionnel)",,7.372216667,-6.623723333,,CENTRE_SANTE,PUBLIQUE,,
CSR-D PUBLIC de KONIENKOUAMEKRO,,7.21907,-3.65519,,CENTRE_SANTE,PUBLIQUE,2716,
CSR-DM PUBLIC de KATIMASSOU,,7.339788333,-3.579773333,,CENTRE_SANTE,PUBLIQUE,1942,
CSU-DM PUBLIC de ETTROKRO,,7.256718333,-3.764873333,,CENTRE_SANTE,PUBLIQUE,0718,
CSR-DM PUBLIC de SAMANZA,,7.49539,-3.57949,,CENTRE_SANTE,PUBLIQUE,0971,
CSR-DM PUBLIC de ZANZANSSOU,,7.37571,-3.87751,,CENTRE_SANTE,PUBLIQUE,8722,
CDT-DS DAOUKRO,,7.05771,-3.96455,,CENTRE_SANTE,PUBLIQUE,2145,
CSR-D PUBLIC de AGNI-ASSIKASSOU,,7.10718,-4.0707,,CENTRE_SANTE,PUBLIQUE,0716,
CSR-DM PUBLIC de KONGOTI,,7.149257,-3.952838,,CENTRE_SANTE,PUBLIQUE,0032,
CSR-DM PUBLIC de LEKIKRO,,7.1644,-4.1082,,CENTRE_SANTE,PUBLIQUE,0977,
CSUS-PMI PUBLIC de DAOUKRO,,7.055506,-3.969698,,CENTRE_SANTE,PUBLIQUE,0715,
CSUS-SSSU PUBLIC de DAOUKRO,,7.054621667,-3.968695,,CENTRE_SANTE,PUBLIQUE,2349,
FSU PUBLIC de PEPRESSOU,,7.109200001,-4.0112,,CENTRE_SANTE,PUBLIQUE,1305,
HG PUBLIC de DAOUKRO,,7.057585,-3.971573333,,CH,PUBLIQUE,0714,
INFIRMERIE PRIVÉE LA PAIX DE DAOUKRO,,7.063598333,-3.960093333,,CENTRE_SANTE,PRIVE,2146,
